station,datetime,TEC,Bz_GSM,speed_kms,Kp
IITK,2026-01-20 00:00:00,-36.87359930288297,52.7,1054.0,6.7
IITK,2026-01-20 01:00:00,-55.4015594339832,36.9,1034.0,6.7
IITK,2026-01-20 02:00:00,-82.60435381172368,22.4,964.0,6.7
IITK,2026-01-20 03:00:00,-102.79940904079756,10.1,923.0,5.7
IITK,2026-01-20 04:00:00,-105.48170828649171,1.1,917.0,5.7
IITK,2026-01-20 05:00:00,-119.44962932993916,-3.5,909.0,5.7
IITK,2026-01-20 06:00:00,-127.13900216067483,-18.0,959.0,7.3
IITK,2026-01-20 07:00:00,-132.93124630832642,-19.3,969.0,7.3
IITK,2026-01-20 08:00:00,-153.10779573870516,-18.1,954.0,7.3
IITK,2026-01-20 09:00:00,-173.44915222783195,-16.3,951.0,7.7
IITK,2026-01-20 10:00:00,-169.61457122032502,-14.5,951.0,7.7
IITK,2026-01-20 11:00:00,-174.66629117031724,-8.6,948.0,7.7
IITK,2026-01-20 12:00:00,-145.682926967355,-3.8,951.0,7.3
IITK,2026-01-20 13:00:00,-108.38444721394562,-8.2,924.0,7.3
IITK,2026-01-20 14:00:00,-96.14569601291142,-9.4,906.0,7.3
IITK,2026-01-20 15:00:00,-80.73715018253328,-7.9,882.0,7.3
IITK,2026-01-20 16:00:00,-87.66978741601841,-5.1,867.0,7.3
IITK,2026-01-20 17:00:00,-79.30165440336035,-4.3,862.0,7.3
IITK,2026-01-20 18:00:00,-72.24410354253679,-13.4,850.0,7.3
IITK,2026-01-20 19:00:00,-71.58373778778942,-11.1,850.0,7.3
IITK,2026-01-20 20:00:00,-65.21451809759394,-10.5,837.0,7.3
IITK,2026-01-20 21:00:00,-63.19124710610886,-12.9,843.0,7.7
IITK,2026-01-20 22:00:00,-60.668784958177525,-11.4,817.0,7.7
IITK,2026-01-20 23:00:00,-59.74201318753357,-8.6,796.0,7.7
IITK,2026-01-21 00:00:00,-61.139861981097944,-4.0,782.0,7.3
IITK,2026-01-21 01:00:00,-75.55495057836826,-3.3,771.0,7.3
IITK,2026-01-21 02:00:00,-91.66343852036094,5.3,758.0,7.3
IITK,2026-01-21 03:00:00,-105.77760299978799,-2.1,770.0,6.7
IITK,2026-01-21 04:00:00,-111.11843239412045,-5.4,778.0,6.7
IITK,2026-01-21 05:00:00,-121.67051927948813,-3.1,747.0,6.7
IITK,2026-01-21 06:00:00,-126.46043429409268,-5.7,736.0,7.0
IITK,2026-01-21 07:00:00,-116.99988683651219,-5.4,725.0,7.0
IITK,2026-01-21 08:00:00,-103.05519465769893,-6.0,713.0,7.0
IITK,2026-01-21 09:00:00,-106.60988781606213,-5.9,704.0,6.3
IITK,2026-01-21 10:00:00,-94.26364438520201,-0.8,657.0,6.3
IITK,2026-01-21 11:00:00,-111.71674075161675,-2.6,648.0,6.3
IITK,2026-01-21 12:00:00,-104.3172556832702,1.2,641.0,4.3
IITK,2026-01-21 13:00:00,-88.25648114913707,-1.0,636.0,4.3
IITK,2026-01-21 14:00:00,-72.64952708127267,-2.0,631.0,4.3
IITK,2026-01-21 15:00:00,-70.87284131700291,0.8,626.0,4.0
IITK,2026-01-21 16:00:00,-73.73840543560705,0.2,622.0,4.0
IITK,2026-01-21 17:00:00,-67.98035421675567,-1.4,597.0,4.0
IITK,2026-01-21 18:00:00,-66.73295947873595,-0.3,588.0,3.3
IITK,2026-01-21 19:00:00,-67.47282306906764,1.2,584.0,3.3
IITK,2026-01-21 20:00:00,-61.88942891760734,0.0,585.0,3.3
IITK,2026-01-21 21:00:00,-60.13298890316824,0.5,579.0,2.7
IITK,2026-01-21 22:00:00,-59.03665778165479,0.3,585.0,2.7
IITK,2026-01-21 23:00:00,-57.57437927157385,-0.9,591.0,2.7
