station,datetime,TEC,Bz_GSM,speed_kms,Kp,TEC_baseline,TEC_disturbance,TEC_lag1,Bz_lag1,Kp_lag1,speed_lag1,TEC_lag2,Bz_lag2,Kp_lag2,speed_lag2,TEC_lag3,Bz_lag3,Kp_lag3,speed_lag3,target_1h,target_3h,target_6h,risk_1h
DRDN,2026-01-19 19:00:00,-65.95959533623287,-5.4,739.0,8.3,-68.30709186343336,2.347496527200491,-63.23839097873688,-1.0,8.3,441.0,-63.312296785826966,-3.8,3.0,431.0,-77.26349545059567,-1.7,3.0,419.0,3.421572116882857,0.7091392230950717,-4.075176591774174,Green
DRDN,2026-01-19 20:00:00,-61.214373944147056,-5.7,1108.0,8.3,-64.63594606102991,3.421572116882857,-65.95959533623287,-5.4,8.3,739.0,-63.23839097873688,-1.0,8.3,441.0,-63.312296785826966,-3.8,3.0,431.0,2.583158111313871,0.9035988512387618,-21.36336909852777,Green
DRDN,2026-01-19 21:00:00,-60.69218577096805,-21.8,1121.0,8.7,-63.27534388228192,2.583158111313871,-61.214373944147056,-5.7,8.3,1108.0,-65.95959533623287,-5.4,8.3,739.0,-63.23839097873688,-1.0,8.3,441.0,0.7091392230950717,8.213929174738269,-31.42665365246711,Green
DRDN,2026-01-19 22:00:00,-61.82011253254674,58.3,1084.0,8.7,-62.52925175564181,0.7091392230950717,-60.69218577096805,-21.8,8.7,1121.0,-61.214373944147056,-5.7,8.3,1108.0,-65.95959533623287,-5.4,8.3,739.0,0.9035988512387618,-4.075176591774174,-29.201291394996343,Green
DRDN,2026-01-19 23:00:00,-60.61364438710813,58.9,1074.0,8.7,-61.51724323834689,0.9035988512387618,-61.82011253254674,58.3,8.7,1084.0,-60.69218577096805,-21.8,8.7,1121.0,-61.214373944147056,-5.7,8.3,1108.0,8.213929174738269,-21.36336909852777,-27.24256767709531,Green
DRDN,2026-01-21 00:00:00,-52.739350682819286,-4.0,782.0,7.3,-60.953279857557554,8.213929174738269,-60.61364438710813,58.9,8.7,1074.0,-61.82011253254674,58.3,8.7,1084.0,-60.69218577096805,-21.8,8.7,1121.0,-4.075176591774174,-31.42665365246711,-18.59707328792551,Green
DRDN,2026-01-21 01:00:00,-65.02845644933173,-3.3,771.0,7.3,-60.953279857557554,-4.075176591774174,-52.739350682819286,-4.0,7.3,782.0,-60.61364438710813,58.9,8.7,1074.0,-61.82011253254674,58.3,8.7,1084.0,-21.36336909852777,-29.201291394996343,-0.7779936283750146,Yellow
DRDN,2026-01-21 02:00:00,-82.61951825028517,5.3,758.0,7.3,-61.2561491517574,-21.36336909852777,-65.02845644933173,-3.3,7.3,771.0,-52.739350682819286,-4.0,7.3,782.0,-60.61364438710813,58.9,8.7,1074.0,-31.42665365246711,-27.24256767709531,9.574029239024682,Red
DRDN,2026-01-21 03:00:00,-94.85093814340634,-2.1,770.0,6.7,-63.42428449093923,-31.42665365246711,-82.61951825028517,5.3,7.3,758.0,-65.02845644933173,-3.3,7.3,771.0,-52.739350682819286,-4.0,7.3,782.0,-29.201291394996343,-18.59707328792551,3.548607124884697,Red
DRDN,2026-01-21 04:00:00,-103.0252787448048,-5.4,778.0,6.7,-73.82398734980845,-29.201291394996343,-94.85093814340634,-2.1,6.7,770.0,-82.61951825028517,5.3,7.3,758.0,-65.02845644933173,-3.3,7.3,771.0,-27.24256767709531,-0.7779936283750146,4.217682943591996,Red
DRDN,2026-01-21 05:00:00,-115.97779587394106,-3.1,747.0,6.7,-88.73522819684575,-27.24256767709531,-103.0252787448048,-5.4,6.7,778.0,-94.85093814340634,-2.1,6.7,770.0,-82.61951825028517,5.3,7.3,758.0,-18.59707328792551,9.574029239024682,2.693815827885288,Yellow
DRDN,2026-01-21 06:00:00,-117.53518173203108,-5.7,736.0,7.0,-98.93810844410557,-18.59707328792551,-115.97779587394106,-3.1,6.7,747.0,-103.0252787448048,-5.4,6.7,778.0,-94.85093814340634,-2.1,6.7,770.0,-0.7779936283750146,3.548607124884697,14.86019815037112,Green
DRDN,2026-01-21 07:00:00,-104.58126600155484,-5.4,725.0,7.0,-103.80327237317982,-0.7779936283750146,-117.53518173203108,-5.7,7.0,736.0,-115.97779587394106,-3.1,6.7,747.0,-103.0252787448048,-5.4,6.7,778.0,9.574029239024682,4.217682943591996,16.880609860504308,Green
DRDN,2026-01-21 08:00:00,-94.22924313415514,-6.0,713.0,7.0,-103.80327237317982,9.574029239024682,-104.58126600155484,-5.4,7.0,725.0,-117.53518173203108,-5.7,7.0,736.0,-115.97779587394106,-3.1,6.7,747.0,3.548607124884697,2.693815827885288,29.150543883365746,Green
DRDN,2026-01-21 09:00:00,-100.25466524829513,-5.9,704.0,6.3,-103.80327237317982,3.548607124884697,-94.22924313415514,-6.0,7.0,713.0,-104.58126600155484,-5.4,7.0,725.0,-117.53518173203108,-5.7,7.0,736.0,4.217682943591996,14.86019815037112,21.578384325167,Green
DRDN,2026-01-21 10:00:00,-98.200282681333,-0.8,657.0,6.3,-102.417965624925,4.217682943591996,-100.25466524829513,-5.9,6.3,704.0,-94.22924313415514,-6.0,7.0,713.0,-104.58126600155484,-5.4,7.0,725.0,2.693815827885288,16.880609860504308,9.80352103418612,Green
DRDN,2026-01-21 11:00:00,-96.53365813692878,-2.6,648.0,6.3,-99.22747396481408,2.693815827885288,-98.200282681333,-0.8,6.3,657.0,-100.25466524829513,-5.9,6.3,704.0,-94.22924313415514,-6.0,7.0,713.0,14.86019815037112,29.150543883365746,3.234337750761576,Green
DRDN,2026-01-21 12:00:00,-82.50677225875977,1.2,641.0,4.3,-97.36697040913089,14.86019815037112,-96.53365813692878,-2.6,6.3,648.0,-98.200282681333,-0.8,6.3,657.0,-100.25466524829513,-5.9,6.3,704.0,16.880609860504308,21.578384325167,2.124074194391433,Green
DRDN,2026-01-21 13:00:00,-78.50084077503766,-1.0,636.0,4.3,-95.38145063554197,16.880609860504308,-82.50677225875977,1.2,4.3,641.0,-96.53365813692878,-2.6,6.3,648.0,-98.200282681333,-0.8,6.3,657.0,29.150543883365746,9.80352103418612,1.1349491315168263,Red
DRDN,2026-01-21 14:00:00,-60.36967131447852,-2.0,631.0,4.3,-89.52021519784427,29.150543883365746,-78.50084077503766,-1.0,4.3,636.0,-82.50677225875977,1.2,4.3,641.0,-96.53365813692878,-2.6,6.3,648.0,21.578384325167,3.234337750761576,3.721964660879138,Yellow
DRDN,2026-01-21 15:00:00,-58.92542219173172,0.8,626.0,4.0,-80.50380651689872,21.578384325167,-60.36967131447852,-2.0,4.3,631.0,-78.50084077503766,-1.0,4.3,636.0,-82.50677225875977,1.2,4.3,641.0,9.80352103418612,2.124074194391433,3.948165658826632,Green
DRDN,2026-01-21 16:00:00,-59.63173501057197,0.2,622.0,4.0,-69.43525604475809,9.80352103418612,-58.92542219173172,0.8,4.0,626.0,-60.36967131447852,-2.0,4.3,631.0,-78.50084077503766,-1.0,4.3,636.0,3.234337750761576,1.1349491315168263,4.07105698162276,Green
DRDN,2026-01-21 17:00:00,-56.76636541176367,-1.4,597.0,4.0,-60.00070316252525,3.234337750761576,-59.63173501057197,0.2,4.0,622.0,-58.92542219173172,0.8,4.0,626.0,-60.36967131447852,-2.0,4.3,631.0,2.124074194391433,3.721964660879138,3.739911403039237,Green
DRDN,2026-01-21 18:00:00,-57.15450440676042,-0.3,588.0,3.3,-59.27857860115185,2.124074194391433,-56.76636541176367,-1.4,4.0,597.0,-59.63173501057197,0.2,4.0,622.0,-58.92542219173172,0.8,4.0,626.0,1.1349491315168263,3.948165658826632,,Green
DRDN,2026-01-21 19:00:00,-56.90501416772924,1.2,584.0,3.3,-58.03996329924607,1.1349491315168263,-57.15450440676042,-0.3,3.3,588.0,-56.76636541176367,-1.4,4.0,597.0,-59.63173501057197,0.2,4.0,622.0,3.721964660879138,4.07105698162276,,Green
DRDN,2026-01-21 20:00:00,-53.30779462636569,0.0,585.0,3.3,-57.02975928724483,3.721964660879138,-56.90501416772924,1.2,3.3,584.0,-57.15450440676042,-0.3,3.3,588.0,-56.76636541176367,-1.4,4.0,597.0,3.948165658826632,3.739911403039237,,Green
DRDN,2026-01-21 21:00:00,-52.88752413091982,0.5,579.0,2.7,-56.83568978974645,3.948165658826632,-53.30779462636569,0.0,3.3,585.0,-56.90501416772924,1.2,3.3,584.0,-57.15450440676042,-0.3,3.3,588.0,4.07105698162276,,,Green
DRDN,2026-01-21 22:00:00,-50.96602303744192,0.3,585.0,2.7,-55.03708001906468,4.07105698162276,-52.88752413091982,0.5,2.7,579.0,-53.30779462636569,0.0,3.3,585.0,-56.90501416772924,1.2,3.3,584.0,3.739911403039237,,,Green
IISC,2026-01-15 03:00:00,-25.39291513744256,2.3,521.0,2.0,-7.295239806018132,-18.09767533142443,-16.130168017850252,0.0,2.7,542.0,1.539688405813989,-0.6,2.7,550.0,10.422388102272391,1.1,2.7,567.0,-24.67351242124267,-7.712586233336758,-6.996604581267071,Yellow
IISC,2026-01-15 04:00:00,-40.80368043909292,1.3,509.0,2.0,-16.130168017850252,-24.67351242124267,-25.39291513744256,2.3,2.0,521.0,-16.130168017850252,0.0,2.7,542.0,1.539688405813989,-0.6,2.7,550.0,-20.529024982862275,-2.196907733445478,-10.303740386497218,Yellow
IISC,2026-01-15 05:00:00,-41.29056656050868,-1.7,486.0,2.0,-20.761541577646405,-20.529024982862275,-40.80368043909292,1.3,2.0,509.0,-25.39291513744256,2.3,2.0,521.0,-16.130168017850252,0.0,2.7,542.0,-7.712586233336758,-3.577948607611376,-4.813170541069219,Green
IISC,2026-01-15 06:00:00,-40.8108840216045,-2.5,495.0,2.7,-33.09829778826774,-7.712586233336758,-41.29056656050868,-1.7,2.0,486.0,-40.80368043909292,1.3,2.0,509.0,-25.39291513744256,2.3,2.0,521.0,-2.196907733445478,-6.996604581267071,2.7240762263300624,Green
IISC,2026-01-15 07:00:00,-43.00418996379419,1.8,549.0,2.7,-40.80728223034871,-2.196907733445478,-40.8108840216045,-2.5,2.7,495.0,-41.29056656050868,-1.7,2.0,486.0,-40.80368043909292,1.3,2.0,509.0,-3.577948607611376,-10.303740386497218,18.129273763433982,Green
IISC,2026-01-15 08:00:00,-44.62867389866797,-4.3,571.0,2.7,-41.050725291056594,-3.577948607611376,-43.00418996379419,1.8,2.7,549.0,-40.8108840216045,-2.5,2.7,495.0,-41.29056656050868,-1.7,2.0,486.0,-6.996604581267071,-4.813170541069219,28.376441671411275,Green
IISC,2026-01-15 09:00:00,-49.143982843418506,-2.4,617.0,2.3,-42.14737826215144,-6.996604581267071,-44.62867389866797,-4.3,2.7,571.0,-43.00418996379419,1.8,2.7,549.0,-40.8108840216045,-2.5,2.7,495.0,-10.303740386497218,2.7240762263300624,22.677948555210293,Green
IISC,2026-01-15 10:00:00,-54.1201723177283,-0.9,620.0,2.3,-43.81643193123108,-10.303740386497218,-49.143982843418506,-2.4,2.3,617.0,-44.62867389866797,-4.3,2.7,571.0,-43.00418996379419,1.8,2.7,549.0,-4.813170541069219,18.129273763433982,9.558859497188568,Green
IISC,2026-01-15 11:00:00,-51.69949891211245,0.8,628.0,2.3,-46.886328371043234,-4.813170541069219,-54.1201723177283,-0.9,2.3,620.0,-49.143982843418506,-2.4,2.3,617.0,-44.62867389866797,-4.3,2.7,571.0,2.7240762263300624,28.376441671411275,1.068326023404552,Green
IISC,2026-01-15 12:00:00,-44.16225214471317,1.5,639.0,1.0,-46.886328371043234,2.7240762263300624,-51.69949891211245,0.8,2.3,628.0,-54.1201723177283,-0.9,2.3,620.0,-49.143982843418506,-2.4,2.3,617.0,18.129273763433982,22.677948555210293,2.904771804729116,Yellow
IISC,2026-01-15 13:00:00,-28.75705460760925,0.9,587.0,1.0,-46.886328371043234,18.129273763433982,-44.16225214471317,1.5,1.0,639.0,-51.69949891211245,0.8,2.3,628.0,-54.1201723177283,-0.9,2.3,620.0,28.376441671411275,9.558859497188568,-0.2375582281242074,Red
IISC,2026-01-15 14:00:00,-18.276675822654564,0.3,576.0,1.0,-46.65311749406584,28.376441671411275,-28.75705460760925,0.9,1.0,587.0,-44.16225214471317,1.5,1.0,639.0,-51.69949891211245,0.8,2.3,628.0,22.677948555210293,1.068326023404552,0.0190617945623721,Yellow
IISC,2026-01-15 15:00:00,-13.78170482095092,-1.6,593.0,3.0,-36.459653376161214,22.677948555210293,-18.276675822654564,0.3,1.0,576.0,-28.75705460760925,0.9,1.0,587.0,-44.16225214471317,1.5,1.0,639.0,9.558859497188568,2.904771804729116,11.581933447804149,Green
IISC,2026-01-15 16:00:00,-13.95800571794334,-0.4,621.0,3.0,-23.516865215131908,9.558859497188568,-13.78170482095092,-1.6,3.0,593.0,-18.276675822654564,0.3,1.0,576.0,-28.75705460760925,0.9,1.0,587.0,1.068326023404552,-0.2375582281242074,18.12902137049639,Green
IISC,2026-01-15 17:00:00,-16.14002377584546,-0.7,628.0,3.0,-17.208349799250012,1.068326023404552,-13.95800571794334,-0.4,3.0,621.0,-13.78170482095092,-1.6,3.0,593.0,-18.276675822654564,0.3,1.0,576.0,2.904771804729116,0.0190617945623721,16.769846903156697,Green
IISC,2026-01-15 18:00:00,-12.144242942165285,-0.5,626.0,3.0,-15.0490147468944,2.904771804729116,-16.14002377584546,-0.7,3.0,628.0,-13.95800571794334,-0.4,3.0,621.0,-13.78170482095092,-1.6,3.0,593.0,-0.2375582281242074,11.581933447804149,8.348158739935538,Green
IISC,2026-01-15 19:00:00,-14.433122174191755,-1.9,615.0,3.0,-14.195563946067548,-0.2375582281242074,-12.144242942165285,-0.5,3.0,626.0,-16.14002377584546,-0.7,3.0,628.0,-13.95800571794334,-0.4,3.0,621.0,0.0190617945623721,18.12902137049639,-1.7697844646502947,Green
IISC,2026-01-15 20:00:00,-13.919882128818596,-0.5,611.0,3.0,-13.938943923380968,0.0190617945623721,-14.433122174191755,-1.9,3.0,615.0,-12.144242942165285,-0.5,3.0,626.0,-16.14002377584546,-0.7,3.0,628.0,11.581933447804149,16.769846903156697,-21.95956120337799,Green
IISC,2026-01-15 21:00:00,-2.3570104755768218,2.5,599.0,2.3,-13.938943923380968,11.581933447804149,-13.919882128818596,-0.5,3.0,611.0,-14.433122174191755,-1.9,3.0,615.0,-12.144242942165285,-0.5,3.0,626.0,18.12902137049639,8.348158739935538,-37.61123974468104,Yellow
IISC,2026-01-15 22:00:00,5.0969588350044495,1.6,607.0,2.3,-13.03206253549194,18.12902137049639,-2.3570104755768218,2.5,2.3,599.0,-13.919882128818596,-0.5,3.0,611.0,-14.433122174191755,-1.9,3.0,615.0,16.769846903156697,-1.7697844646502947,-41.0634729050666,Green
IISC,2026-01-15 23:00:00,9.519220194285642,1.8,587.0,2.3,-7.250626708871053,16.769846903156697,5.0969588350044495,1.6,2.3,607.0,-2.3570104755768218,2.5,2.3,599.0,-13.919882128818596,-0.5,3.0,611.0,8.348158739935538,-21.95956120337799,-21.69757057719697,Green
IISC,2026-01-16 00:00:00,9.718132919649353,2.2,550.0,3.3,1.369974179713814,8.348158739935538,9.519220194285642,1.8,2.3,587.0,5.0969588350044495,1.6,2.3,607.0,-2.3570104755768218,2.5,2.3,599.0,-1.7697844646502947,-37.61123974468104,-5.720045345321353,Green
IISC,2026-01-16 01:00:00,1.55738990570386,0.5,550.0,3.3,3.3271743703541548,-1.7697844646502947,9.718132919649353,2.2,3.3,550.0,9.519220194285642,1.8,2.3,587.0,5.0969588350044495,1.6,2.3,607.0,-21.95956120337799,-41.0634729050666,-3.6180928488652384,Yellow
IISC,2026-01-16 02:00:00,-18.63238683302384,4.3,563.0,3.3,3.3271743703541548,-21.95956120337799,1.55738990570386,0.5,3.3,550.0,9.718132919649353,2.2,3.3,550.0,9.519220194285642,1.8,2.3,587.0,-37.61123974468104,-21.69757057719697,-0.3338363875067784,Red
IISC,2026-01-16 03:00:00,-34.28406537432688,2.5,594.0,3.7,3.3271743703541548,-37.61123974468104,-18.63238683302384,4.3,3.3,563.0,1.55738990570386,0.5,3.3,550.0,9.718132919649353,2.2,3.3,550.0,-41.0634729050666,-5.720045345321353,-0.5152791032628414,Red
IISC,2026-01-16 04:00:00,-49.60097136872658,0.4,664.0,3.7,-8.537498463659988,-41.0634729050666,-34.28406537432688,2.5,3.7,594.0,-18.63238683302384,4.3,3.3,563.0,1.55738990570386,0.5,3.3,550.0,-21.69757057719697,-3.6180928488652384,-1.0762108632122604,Yellow
IISC,2026-01-16 05:00:00,-48.15579668087233,2.0,707.0,3.7,-26.45822610367536,-21.69757057719697,-49.60097136872658,0.4,3.7,664.0,-34.28406537432688,2.5,3.7,594.0,-18.63238683302384,4.3,3.3,563.0,-5.720045345321353,-0.3338363875067784,3.99634812468485,Green
IISC,2026-01-16 06:00:00,-45.724156064969584,-1.4,688.0,3.3,-40.00411071964823,-5.720045345321353,-48.15579668087233,2.0,3.7,707.0,-49.60097136872658,0.4,3.7,664.0,-34.28406537432688,2.5,3.7,594.0,-3.6180928488652384,-0.5152791032628414,5.9827637684686295,Green
IISC,2026-01-16 07:00:00,-50.55806922178619,1.5,679.0,3.3,-46.93997637292095,-3.6180928488652384,-45.724156064969584,-1.4,3.3,688.0,-48.15579668087233,2.0,3.7,707.0,-49.60097136872658,0.4,3.7,664.0,-0.3338363875067784,-1.0762108632122604,14.301192841543738,Green
IISC,2026-01-16 08:00:00,-48.823469455885885,1.0,679.0,3.3,-48.48963306837911,-0.3338363875067784,-50.55806922178619,1.5,3.3,679.0,-45.724156064969584,-1.4,3.3,688.0,-48.15579668087233,2.0,3.7,707.0,-0.5152791032628414,3.99634812468485,22.12248829235008,Green
IISC,2026-01-16 09:00:00,-49.72749951556908,-0.4,656.0,2.7,-49.21222041230624,-0.5152791032628414,-48.823469455885885,1.0,3.3,679.0,-50.55806922178619,1.5,3.3,679.0,-45.724156064969584,-1.4,3.3,688.0,-1.0762108632122604,5.9827637684686295,21.111130046513352,Green
IISC,2026-01-16 10:00:00,-50.35169534893974,2.3,612.0,2.7,-49.27548448572748,-1.0762108632122604,-49.72749951556908,-0.4,2.7,656.0,-48.823469455885885,1.0,3.3,679.0,-50.55806922178619,1.5,3.3,679.0,3.99634812468485,14.301192841543738,9.782924638491394,Green
IISC,2026-01-16 11:00:00,-45.27913636104263,5.8,604.0,2.7,-49.27548448572748,3.99634812468485,-50.35169534893974,2.3,2.7,612.0,-49.72749951556908,-0.4,2.7,656.0,-48.823469455885885,1.0,3.3,679.0,5.9827637684686295,22.12248829235008,-0.9274192001563896,Green
IISC,2026-01-16 12:00:00,-43.29272071725885,2.6,608.0,3.3,-49.27548448572748,5.9827637684686295,-45.27913636104263,5.8,2.7,604.0,-50.35169534893974,2.3,2.7,612.0,-49.72749951556908,-0.4,2.7,656.0,14.301192841543738,21.111130046513352,2.552728881143409,Green
IISC,2026-01-16 13:00:00,-32.75011006692052,4.0,653.0,3.3,-47.05130290846426,14.301192841543738,-43.29272071725885,2.6,3.3,608.0,-45.27913636104263,5.8,2.7,604.0,-50.35169534893974,2.3,2.7,612.0,22.12248829235008,9.782924638491394,7.586811463468374,Yellow
IISC,2026-01-16 14:00:00,-22.16344024680067,-2.3,656.0,3.3,-44.285928539150746,22.12248829235008,-32.75011006692052,4.0,3.3,653.0,-43.29272071725885,2.6,3.3,608.0,-45.27913636104263,5.8,2.7,604.0,21.111130046513352,-0.9274192001563896,11.787810654827386,Yellow
IISC,2026-01-16 15:00:00,-16.910285345576334,-2.1,657.0,5.0,-38.021415392089686,21.111130046513352,-22.16344024680067,-2.3,3.3,656.0,-32.75011006692052,4.0,3.3,653.0,-43.29272071725885,2.6,3.3,608.0,9.782924638491394,2.552728881143409,12.697860771637936,Green
IISC,2026-01-16 16:00:00,-17.6738505183692,3.6,663.0,5.0,-27.456775156860598,9.782924638491394,-16.910285345576334,-2.1,5.0,657.0,-22.16344024680067,-2.3,3.3,656.0,-32.75011006692052,4.0,3.3,653.0,-0.9274192001563896,7.586811463468374,10.349223032896075,Green
IISC,2026-01-16 17:00:00,-24.01827864711345,-3.1,686.0,5.0,-23.09085944695706,-0.9274192001563896,-17.6738505183692,3.6,5.0,663.0,-16.910285345576334,-2.1,5.0,657.0,-22.16344024680067,-2.3,3.3,656.0,2.552728881143409,11.787810654827386,9.076753154493764,Green
IISC,2026-01-16 18:00:00,-17.365916501441525,2.1,672.0,4.0,-19.91864538258493,2.552728881143409,-24.01827864711345,-3.1,5.0,686.0,-17.6738505183692,3.6,5.0,663.0,-16.910285345576334,-2.1,5.0,657.0,7.586811463468374,12.697860771637936,3.119860527751901,Green
IISC,2026-01-16 19:00:00,-9.933072046436989,1.9,695.0,4.0,-17.519883509905362,7.586811463468374,-17.365916501441525,2.1,4.0,672.0,-24.01827864711345,-3.1,5.0,686.0,-17.6738505183692,3.6,5.0,663.0,11.787810654827386,10.349223032896075,-8.459440820594569,Green
IISC,2026-01-16 20:00:00,-5.350290268681544,1.8,690.0,4.0,-17.13810092350893,11.787810654827386,-9.933072046436989,1.9,4.0,695.0,-17.365916501441525,2.1,4.0,672.0,-24.01827864711345,-3.1,5.0,686.0,12.697860771637936,9.076753154493764,-31.606263430046315,Green
IISC,2026-01-16 21:00:00,-0.9516335023013212,0.9,680.0,4.7,-13.649494273939258,12.697860771637936,-5.350290268681544,1.8,4.0,690.0,-9.933072046436989,1.9,4.0,695.0,-17.365916501441525,2.1,4.0,672.0,10.349223032896075,3.119860527751901,-39.94075479069444,Green
IISC,2026-01-16 22:00:00,2.70754187533681,-0.0,691.0,4.7,-7.641681157559266,10.349223032896075,-0.9516335023013212,0.9,4.7,680.0,-5.350290268681544,1.8,4.0,690.0,-9.933072046436989,1.9,4.0,695.0,9.076753154493764,-8.459440820594569,-35.703517112697945,Green
IISC,2026-01-16 23:00:00,5.925791269002331,3.5,671.0,4.7,-3.1509618854914327,9.076753154493764,2.70754187533681,-0.0,4.7,691.0,-0.9516335023013212,0.9,4.7,680.0,-5.350290268681544,1.8,4.0,690.0,3.119860527751901,-31.606263430046315,-18.961154456106684,Green
IISC,2026-01-17 00:00:00,3.9978147142696456,-0.1,674.0,5.0,0.8779541865177445,3.119860527751901,5.925791269002331,3.5,4.7,671.0,2.70754187533681,-0.0,4.7,691.0,-0.9516335023013212,0.9,4.7,680.0,-8.459440820594569,-39.94075479069444,-5.946711371501301,Green
IISC,2026-01-17 01:00:00,-7.581486634076825,-1.2,679.0,5.0,0.8779541865177445,-8.459440820594569,3.9978147142696456,-0.1,5.0,674.0,5.925791269002331,3.5,4.7,671.0,2.70754187533681,-0.0,4.7,691.0,-31.606263430046315,-35.703517112697945,0.1890351144227793,Red
IISC,2026-01-17 02:00:00,-30.72830924352857,-2.0,690.0,5.0,0.8779541865177445,-31.606263430046315,-7.581486634076825,-1.2,5.0,679.0,3.9978147142696456,-0.1,5.0,674.0,5.925791269002331,3.5,4.7,671.0,-39.94075479069444,-18.961154456106684,6.299319745084517,Red
IISC,2026-01-17 03:00:00,-42.377727170064446,1.5,739.0,3.3,-2.4369723793700078,-39.94075479069444,-30.72830924352857,-2.0,5.0,690.0,-7.581486634076825,-1.2,5.0,679.0,3.9978147142696456,-0.1,5.0,674.0,-35.703517112697945,-5.946711371501301,-0.2835174443945547,Red
IISC,2026-01-17 04:00:00,-54.85841505150064,0.7,741.0,3.3,-19.154897938802694,-35.703517112697945,-42.377727170064446,1.5,3.3,739.0,-30.72830924352857,-2.0,5.0,690.0,-7.581486634076825,-1.2,5.0,679.0,-18.961154456106684,0.1890351144227793,-10.287071179956548,Yellow
IISC,2026-01-17 05:00:00,-55.51417266290319,2.5,732.0,3.3,-36.55301820679651,-18.961154456106684,-54.85841505150064,0.7,3.3,741.0,-42.377727170064446,1.5,3.3,739.0,-30.72830924352857,-2.0,5.0,690.0,-5.946711371501301,6.299319745084517,-9.648200993582414,Green
IISC,2026-01-17 06:00:00,-54.27114991306705,1.9,717.0,4.0,-48.32443854156575,-5.946711371501301,-55.51417266290319,2.5,3.3,732.0,-54.85841505150064,0.7,3.3,741.0,-42.377727170064446,1.5,3.3,739.0,0.1890351144227793,-0.2835174443945547,-0.2440897137672593,Green
IISC,2026-01-17 07:00:00,-53.89307968422149,-0.2,733.0,4.0,-54.08211479864427,0.1890351144227793,-54.27114991306705,1.9,4.0,717.0,-55.51417266290319,2.5,3.3,732.0,-54.85841505150064,0.7,3.3,741.0,6.299319745084517,-10.287071179956548,15.234052720045696,Green
IISC,2026-01-17 08:00:00,-47.78279505355975,-0.3,702.0,4.0,-54.08211479864427,6.299319745084517,-53.89307968422149,-0.2,4.0,733.0,-54.27114991306705,1.9,4.0,717.0,-55.51417266290319,2.5,3.3,732.0,-0.2835174443945547,-9.648200993582414,21.96918049570067,Green
IISC,2026-01-17 09:00:00,-54.83818480185616,0.9,709.0,3.0,-54.5546673574616,-0.2835174443945547,-47.78279505355975,-0.3,4.0,702.0,-53.89307968422149,-0.2,4.0,733.0,-54.27114991306705,1.9,4.0,717.0,-10.287071179956548,-0.2440897137672593,20.51552446684676,Green
IISC,2026-01-17 10:00:00,-64.84173853741815,-0.0,693.0,3.0,-54.5546673574616,-10.287071179956548,-54.83818480185616,0.9,3.0,709.0,-47.78279505355975,-0.3,4.0,702.0,-53.89307968422149,-0.2,4.0,733.0,-9.648200993582414,15.234052720045696,7.690237643496335,Green
IISC,2026-01-17 11:00:00,-64.20286835104402,-0.8,692.0,3.0,-54.5546673574616,-9.648200993582414,-64.84173853741815,-0.0,3.0,693.0,-54.83818480185616,0.9,3.0,709.0,-47.78279505355975,-0.3,4.0,702.0,-0.2440897137672593,21.96918049570067,1.892574193919156,Green
IISC,2026-01-17 12:00:00,-55.32636422939067,-0.8,708.0,3.0,-55.08227451562341,-0.2440897137672593,-64.20286835104402,-0.8,3.0,692.0,-64.84173853741815,-0.0,3.0,693.0,-54.83818480185616,0.9,3.0,709.0,15.234052720045696,20.51552446684676,7.061168571935934,Green
IISC,2026-01-17 13:00:00,-39.848221795577714,0.3,678.0,3.0,-55.08227451562341,15.234052720045696,-55.32636422939067,-0.8,3.0,708.0,-64.20286835104402,-0.8,3.0,692.0,-64.84173853741815,-0.0,3.0,693.0,21.96918049570067,7.690237643496335,7.66906064647975,Yellow
IISC,2026-01-17 14:00:00,-33.11309401992274,0.9,673.0,3.0,-55.08227451562341,21.96918049570067,-39.848221795577714,0.3,3.0,678.0,-55.32636422939067,-0.8,3.0,708.0,-64.20286835104402,-0.8,3.0,692.0,20.51552446684676,1.892574193919156,13.77126500876087,Yellow
IISC,2026-01-17 15:00:00,-27.07176854563744,2.5,705.0,3.7,-47.5872930124842,20.51552446684676,-33.11309401992274,0.9,3.0,673.0,-39.848221795577714,0.3,3.0,678.0,-55.32636422939067,-0.8,3.0,708.0,7.690237643496335,7.061168571935934,16.224421804755362,Green
IISC,2026-01-17 16:00:00,-28.790420264253893,0.4,700.0,3.7,-36.48065790775023,7.690237643496335,-27.07176854563744,2.5,3.7,705.0,-33.11309401992274,0.9,3.0,673.0,-39.848221795577714,0.3,3.0,678.0,1.892574193919156,7.66906064647975,18.921792645349417,Green
IISC,2026-01-17 17:00:00,-29.327945632084425,-0.5,694.0,3.7,-31.22051982600358,1.892574193919156,-28.790420264253893,0.4,3.7,700.0,-27.07176854563744,2.5,3.7,705.0,-33.11309401992274,0.9,3.0,673.0,7.061168571935934,13.77126500876087,17.150015651652513,Green
IISC,2026-01-17 18:00:00,-21.998014376233225,1.3,699.0,4.0,-29.05918294816916,7.061168571935934,-29.327945632084425,-0.5,3.7,694.0,-28.790420264253893,0.4,3.7,700.0,-27.07176854563744,2.5,3.7,705.0,7.66906064647975,16.224421804755362,10.725256874844268,Green
