station,datetime,TEC,Bz_GSM,speed_kms,Kp,TEC_baseline,TEC_disturbance,TEC_lag1,Bz_lag1,Kp_lag1,speed_lag1,TEC_lag2,Bz_lag2,Kp_lag2,speed_lag2,TEC_lag3,Bz_lag3,Kp_lag3,speed_lag3,target_1h,target_3h,target_6h,risk_1h
DRDN,2026-01-16 00:00:00,-53.65965201972605,2.2,550.0,3.3,-59.359581189733575,5.699929170007522,-55.664813109987655,1.8,2.3,587.0,-59.11911407822406,1.6,2.3,607.0,-59.600048301243085,2.5,2.3,599.0,-2.9550239243025302,-20.74657730683245,-11.294462111759104,Green
DRDN,2026-01-16 01:00:00,-62.314605114036105,0.5,550.0,3.3,-59.359581189733575,-2.9550239243025302,-53.65965201972605,2.2,3.3,550.0,-55.664813109987655,1.8,2.3,587.0,-59.11911407822406,1.6,2.3,607.0,-13.846528263449017,-19.89301369555585,2.28140279711495,Green
DRDN,2026-01-16 02:00:00,-73.20610945318259,4.3,563.0,3.3,-59.359581189733575,-13.846528263449017,-62.314605114036105,0.5,3.3,550.0,-53.65965201972605,2.2,3.3,550.0,-55.664813109987655,1.8,2.3,587.0,-20.74657730683245,-21.13323729100273,5.175324715823663,Yellow
DRDN,2026-01-16 03:00:00,-81.46343690296253,2.5,594.0,3.7,-60.71685959613008,-20.74657730683245,-73.20610945318259,4.3,3.3,563.0,-62.314605114036105,0.5,3.3,550.0,-53.65965201972605,2.2,3.3,550.0,-19.89301369555585,-11.294462111759104,-3.365118670811924,Yellow
DRDN,2026-01-16 04:00:00,-87.6533709791652,0.4,664.0,3.7,-67.76035728360935,-19.89301369555585,-81.46343690296253,2.5,3.7,594.0,-73.20610945318259,4.3,3.3,563.0,-62.314605114036105,0.5,3.3,550.0,-21.13323729100273,2.28140279711495,3.209027801798925,Yellow
DRDN,2026-01-16 05:00:00,-98.4680104690753,2.0,707.0,3.7,-77.33477317807257,-21.13323729100273,-87.6533709791652,0.4,3.7,664.0,-81.46343690296253,2.5,3.7,594.0,-73.20610945318259,4.3,3.3,563.0,-11.294462111759104,5.175324715823663,7.532420176577872,Green
DRDN,2026-01-16 06:00:00,-95.85286605282296,-1.4,688.0,3.3,-84.55840394106386,-11.294462111759104,-98.4680104690753,2.0,3.7,707.0,-87.6533709791652,0.4,3.7,664.0,-81.46343690296253,2.5,3.7,594.0,2.28140279711495,-3.365118670811924,10.50643278464257,Green
DRDN,2026-01-16 07:00:00,-83.09056538493529,1.5,679.0,3.3,-85.37196818205024,2.28140279711495,-95.85286605282296,-1.4,3.3,688.0,-98.4680104690753,2.0,3.7,707.0,-87.6533709791652,0.4,3.7,664.0,5.175324715823663,3.209027801798925,7.019501939958005,Green
DRDN,2026-01-16 08:00:00,-80.19664346622658,1.0,679.0,3.3,-85.37196818205024,5.175324715823663,-83.09056538493529,1.5,3.3,679.0,-95.85286605282296,-1.4,3.3,688.0,-98.4680104690753,2.0,3.7,707.0,-3.365118670811924,7.532420176577872,8.634439360913007,Green
DRDN,2026-01-16 09:00:00,-94.38360832078904,-0.4,656.0,2.7,-91.01848964997713,-3.365118670811924,-80.19664346622658,1.0,3.3,679.0,-83.09056538493529,1.5,3.3,679.0,-95.85286605282296,-1.4,3.3,688.0,3.209027801798925,10.50643278464257,9.175188034597149,Green
DRDN,2026-01-16 10:00:00,-87.96555271719117,2.3,612.0,2.7,-91.1745805189901,3.209027801798925,-94.38360832078904,-0.4,2.7,656.0,-80.19664346622658,1.0,3.3,679.0,-83.09056538493529,1.5,3.3,679.0,7.532420176577872,7.019501939958005,0.4585737572991348,Green
DRDN,2026-01-16 11:00:00,-77.99563887448535,5.8,604.0,2.7,-85.52805905106322,7.532420176577872,-87.96555271719117,2.3,2.7,612.0,-94.38360832078904,-0.4,2.7,656.0,-80.19664346622658,1.0,3.3,679.0,10.50643278464257,8.634439360913007,2.8700311801221687,Green
DRDN,2026-01-16 12:00:00,-71.13717164093836,2.6,608.0,3.3,-81.64360442558093,10.50643278464257,-77.99563887448535,5.8,2.7,604.0,-87.96555271719117,2.3,2.7,612.0,-94.38360832078904,-0.4,2.7,656.0,7.019501939958005,9.175188034597149,2.9872196711308803,Green
DRDN,2026-01-16 13:00:00,-72.07663923039796,4.0,653.0,3.3,-79.09614117035596,7.019501939958005,-71.13717164093836,2.6,3.3,608.0,-77.99563887448535,5.8,2.7,604.0,-87.96555271719117,2.3,2.7,612.0,8.634439360913007,0.4585737572991348,0.8385531938923094,Green
DRDN,2026-01-16 14:00:00,-66.40169969152865,-2.3,656.0,3.3,-75.03613905244165,8.634439360913007,-72.07663923039796,4.0,3.3,653.0,-71.13717164093836,2.6,3.3,608.0,-77.99563887448535,5.8,2.7,604.0,9.175188034597149,2.8700311801221687,3.618053568728179,Green
DRDN,2026-01-16 15:00:00,-62.431717401071005,-2.1,657.0,5.0,-71.60690543566815,9.175188034597149,-66.40169969152865,-2.3,3.3,656.0,-72.07663923039796,4.0,3.3,653.0,-71.13717164093836,2.6,3.3,608.0,0.4585737572991348,2.9872196711308803,4.261674847647626,Green
DRDN,2026-01-16 16:00:00,-70.22002412634009,3.6,663.0,5.0,-70.67859788363923,0.4585737572991348,-62.431717401071005,-2.1,5.0,657.0,-66.40169969152865,-2.3,3.3,656.0,-72.07663923039796,4.0,3.3,653.0,2.8700311801221687,0.8385531938923094,3.501220490085465,Green
DRDN,2026-01-16 17:00:00,-65.4408307288122,-3.1,686.0,5.0,-68.31086190893437,2.8700311801221687,-70.22002412634009,3.6,5.0,663.0,-62.431717401071005,-2.1,5.0,657.0,-66.40169969152865,-2.3,3.3,656.0,2.9872196711308803,3.618053568728179,3.513962067667265,Green
DRDN,2026-01-16 18:00:00,-62.93404553903954,2.1,672.0,4.0,-65.92126521017042,2.9872196711308803,-65.4408307288122,-3.1,5.0,686.0,-70.22002412634009,3.6,5.0,663.0,-62.431717401071005,-2.1,5.0,657.0,0.8385531938923094,4.261674847647626,4.690024408009855,Green
DRDN,2026-01-16 19:00:00,-63.76372434102758,1.9,695.0,4.0,-64.60227753491989,0.8385531938923094,-62.93404553903954,2.1,4.0,672.0,-65.4408307288122,-3.1,5.0,686.0,-70.22002412634009,3.6,5.0,663.0,3.618053568728179,3.501220490085465,-8.047055778556448,Green
DRDN,2026-01-16 20:00:00,-59.73083137130538,1.8,690.0,4.0,-63.34888494003356,3.618053568728179,-63.76372434102758,1.9,4.0,695.0,-62.93404553903954,2.1,4.0,672.0,-65.4408307288122,-3.1,5.0,686.0,4.261674847647626,3.513962067667265,-21.64520917609412,Green
DRDN,2026-01-16 21:00:00,-59.08721009238593,0.9,680.0,4.7,-63.34888494003356,4.261674847647626,-59.73083137130538,1.8,4.0,690.0,-63.76372434102758,1.9,4.0,695.0,-62.93404553903954,2.1,4.0,672.0,3.501220490085465,4.690024408009855,-22.560547678780345,Green
DRDN,2026-01-16 22:00:00,-57.83121796508699,-0.0,691.0,4.7,-61.33243845517246,3.501220490085465,-59.08721009238593,0.9,4.7,680.0,-59.73083137130538,1.8,4.0,690.0,-63.76372434102758,1.9,4.0,695.0,3.513962067667265,-8.047055778556448,-14.416786607856508,Green
DRDN,2026-01-16 23:00:00,-55.89505866417839,3.5,671.0,4.7,-59.40902073184566,3.513962067667265,-57.83121796508699,-0.0,4.7,691.0,-59.08721009238593,0.9,4.7,680.0,-59.73083137130538,1.8,4.0,690.0,4.690024408009855,-21.64520917609412,-13.749321635201,Green
DRDN,2026-01-17 00:00:00,-53.76918962072661,-0.1,674.0,5.0,-58.45921402873646,4.690024408009855,-55.89505866417839,3.5,4.7,671.0,-57.83121796508699,-0.0,4.7,691.0,-59.08721009238593,0.9,4.7,680.0,-8.047055778556448,-22.560547678780345,-6.22427511541737,Green
DRDN,2026-01-17 01:00:00,-66.50626980729291,-1.2,679.0,5.0,-58.45921402873646,-8.047055778556448,-53.76918962072661,-0.1,5.0,674.0,-55.89505866417839,3.5,4.7,671.0,-57.83121796508699,-0.0,4.7,691.0,-21.64520917609412,-14.416786607856508,7.157607198077102,Yellow
DRDN,2026-01-17 02:00:00,-80.10442320483058,-2.0,690.0,5.0,-58.45921402873646,-21.64520917609412,-66.50626980729291,-1.2,5.0,679.0,-53.76918962072661,-0.1,5.0,674.0,-55.89505866417839,3.5,4.7,671.0,-22.560547678780345,-13.749321635201,10.453448696813666,Yellow
DRDN,2026-01-17 03:00:00,-84.7292915649703,1.5,739.0,3.3,-62.16874388618995,-22.560547678780345,-80.10442320483058,-2.0,5.0,690.0,-66.50626980729291,-1.2,5.0,679.0,-53.76918962072661,-0.1,5.0,674.0,-14.416786607856508,-6.22427511541737,-1.9257930541308497,Green
DRDN,2026-01-17 04:00:00,-87.72213311391825,0.7,741.0,3.3,-73.30534650606174,-14.416786607856508,-84.7292915649703,1.5,3.3,739.0,-80.10442320483058,-2.0,5.0,690.0,-66.50626980729291,-1.2,5.0,679.0,-13.749321635201,7.157607198077102,-4.322176356377753,Green
DRDN,2026-01-17 05:00:00,-96.16617902010144,2.5,732.0,3.3,-82.41685738490044,-13.749321635201,-87.72213311391825,0.7,3.3,741.0,-84.7292915649703,1.5,3.3,739.0,-80.10442320483058,-2.0,5.0,690.0,-6.22427511541737,10.453448696813666,-0.7567384400709471,Green
DRDN,2026-01-17 06:00:00,-92.44998745486164,1.9,717.0,4.0,-86.22571233944427,-6.22427511541737,-96.16617902010144,2.5,3.3,732.0,-87.72213311391825,0.7,3.3,741.0,-84.7292915649703,1.5,3.3,739.0,7.157607198077102,-1.9257930541308497,5.732725068632121,Green
DRDN,2026-01-17 07:00:00,-79.06810514136717,-0.2,733.0,4.0,-86.22571233944427,7.157607198077102,-92.44998745486164,1.9,4.0,717.0,-96.16617902010144,2.5,3.3,732.0,-87.72213311391825,0.7,3.3,741.0,10.453448696813666,-4.322176356377753,4.891295608008775,Green
DRDN,2026-01-17 08:00:00,-75.7722636426306,-0.3,702.0,4.0,-86.22571233944427,10.453448696813666,-79.06810514136717,-0.2,4.0,733.0,-92.44998745486164,1.9,4.0,717.0,-96.16617902010144,2.5,3.3,732.0,-1.9257930541308497,-0.7567384400709471,17.576265143225612,Green
DRDN,2026-01-17 09:00:00,-91.57371922217996,0.9,709.0,3.0,-89.64792616804911,-1.9257930541308497,-75.7722636426306,-0.3,4.0,702.0,-79.06810514136717,-0.2,4.0,733.0,-92.44998745486164,1.9,4.0,717.0,-4.322176356377753,5.732725068632121,19.00647659077544,Green
DRDN,2026-01-17 10:00:00,-96.33402969489856,-0.0,693.0,3.0,-92.0118533385208,-4.322176356377753,-91.57371922217996,0.9,3.0,709.0,-75.7722636426306,-0.3,4.0,702.0,-79.06810514136717,-0.2,4.0,733.0,-0.7567384400709471,4.891295608008775,5.489258541829699,Green
DRDN,2026-01-17 11:00:00,-92.76859177859176,-0.8,692.0,3.0,-92.0118533385208,-0.7567384400709471,-96.33402969489856,-0.0,3.0,693.0,-91.57371922217996,0.9,3.0,709.0,-75.7722636426306,-0.3,4.0,702.0,5.732725068632121,17.576265143225612,7.861258944907135,Green
DRDN,2026-01-17 12:00:00,-80.1082690849157,-0.8,708.0,3.0,-85.84099415354783,5.732725068632121,-92.76859177859176,-0.8,3.0,692.0,-96.33402969489856,-0.0,3.0,693.0,-91.57371922217996,0.9,3.0,709.0,4.891295608008775,19.00647659077544,6.702515803651863,Green
DRDN,2026-01-17 13:00:00,-81.79112800616242,0.3,678.0,3.0,-86.6824236141712,4.891295608008775,-80.1082690849157,-0.8,3.0,708.0,-92.76859177859176,-0.8,3.0,692.0,-96.33402969489856,-0.0,3.0,693.0,17.576265143225612,5.489258541829699,-0.5171879863373334,Green
DRDN,2026-01-17 14:00:00,-69.10615847094559,0.9,673.0,3.0,-86.6824236141712,17.576265143225612,-81.79112800616242,0.3,3.0,678.0,-80.1082690849157,-0.8,3.0,708.0,-92.76859177859176,-0.8,3.0,692.0,19.00647659077544,7.861258944907135,2.240614441833287,Yellow
DRDN,2026-01-17 15:00:00,-61.94322195476362,2.5,705.0,3.7,-80.94969854553906,19.00647659077544,-69.10615847094559,0.9,3.0,673.0,-81.79112800616242,0.3,3.0,678.0,-80.1082690849157,-0.8,3.0,708.0,5.489258541829699,6.702515803651863,1.3408762936464171,Green
DRDN,2026-01-17 16:00:00,-69.1297520012563,0.4,700.0,3.7,-74.619010543086,5.489258541829699,-61.94322195476362,2.5,3.7,705.0,-69.10615847094559,0.9,3.0,673.0,-81.79112800616242,0.3,3.0,678.0,7.861258944907135,-0.5171879863373334,1.4111501726842164,Green
DRDN,2026-01-17 17:00:00,-61.25669629119382,-0.5,694.0,3.7,-69.11795523610095,7.861258944907135,-69.1297520012563,0.4,3.7,700.0,-61.94322195476362,2.5,3.7,705.0,-69.10615847094559,0.9,3.0,673.0,6.702515803651863,2.240614441833287,3.1650412200329967,Green
DRDN,2026-01-17 18:00:00,-58.822174409202745,1.3,699.0,4.0,-65.52469021285461,6.702515803651863,-61.25669629119382,-0.5,3.7,694.0,-69.1297520012563,0.4,3.7,700.0,-61.94322195476362,2.5,3.7,705.0,-0.5171879863373334,1.3408762936464171,4.267951931927264,Green
DRDN,2026-01-17 19:00:00,-62.97759792743828,0.5,705.0,4.0,-62.46040994110095,-0.5171879863373334,-58.822174409202745,1.3,4.0,699.0,-61.25669629119382,-0.5,3.7,694.0,-69.1297520012563,0.4,3.7,700.0,2.240614441833287,1.4111501726842164,-5.819000555425561,Green
DRDN,2026-01-17 20:00:00,-59.35934468114543,1.3,696.0,4.0,-61.59995912297872,2.240614441833287,-62.97759792743828,0.5,4.0,705.0,-58.822174409202745,1.3,4.0,699.0,-61.25669629119382,-0.5,3.7,694.0,1.3408762936464171,3.1650412200329967,-18.40315532531254,Green
DRDN,2026-01-17 21:00:00,-58.96714419252321,-0.6,688.0,3.7,-60.308020486169625,1.3408762936464171,-59.35934468114543,1.3,4.0,696.0,-62.97759792743828,0.5,4.0,705.0,-58.822174409202745,1.3,4.0,699.0,1.4111501726842164,4.267951931927264,-23.63184662587298,Green
DRDN,2026-01-17 22:00:00,-57.7520942641501,-2.5,708.0,3.7,-59.16324443683432,1.4111501726842164,-58.96714419252321,-0.6,3.7,688.0,-59.35934468114543,1.3,4.0,696.0,-62.97759792743828,0.5,4.0,705.0,3.1650412200329967,-5.819000555425561,-23.88209290590126,Green
DRDN,2026-01-17 23:00:00,-55.72961808082998,0.4,690.0,3.7,-58.894659300862976,3.1650412200329967,-57.7520942641501,-2.5,3.7,708.0,-58.96714419252321,-0.6,3.7,688.0,-59.35934468114543,1.3,4.0,696.0,4.267951931927264,-18.40315532531254,-30.001190103721623,Green
DRDN,2026-01-18 00:00:00,-54.09166729640939,2.8,681.0,2.7,-58.359619228336655,4.267951931927264,-55.72961808082998,0.4,3.7,690.0,-57.7520942641501,-2.5,3.7,708.0,-58.96714419252321,-0.6,3.7,688.0,-5.819000555425561,-23.63184662587298,-16.300098203127433,Green
DRDN,2026-01-18 01:00:00,-64.17861978376222,1.4,682.0,2.7,-58.359619228336655,-5.819000555425561,-54.09166729640939,2.8,2.7,681.0,-55.72961808082998,0.4,3.7,690.0,-57.7520942641501,-2.5,3.7,708.0,-18.40315532531254,-23.88209290590126,0.2841951277305554,Yellow
DRDN,2026-01-18 02:00:00,-76.7627745536492,0.3,673.0,2.7,-58.359619228336655,-18.40315532531254,-64.17861978376222,1.4,2.7,682.0,-54.09166729640939,2.8,2.7,681.0,-55.72961808082998,0.4,3.7,690.0,-23.63184662587298,-30.001190103721623,0.7358708298671388,Yellow
DRDN,2026-01-18 03:00:00,-84.59720364982914,0.0,677.0,3.7,-60.96535702395616,-23.63184662587298,-76.7627745536492,0.3,2.7,673.0,-64.17861978376222,1.4,2.7,682.0,-54.09166729640939,2.8,2.7,681.0,-23.88209290590126,-16.300098203127433,-5.273380681863912,Yellow
DRDN,2026-01-18 04:00:00,-94.35279007460696,0.6,662.0,3.7,-70.4706971687057,-23.88209290590126,-84.59720364982914,0.0,3.7,677.0,-76.7627745536492,0.3,2.7,673.0,-64.17861978376222,1.4,2.7,682.0,-30.001190103721623,0.2841951277305554,2.8844109534579445,Red
DRDN,2026-01-18 05:00:00,-110.6811792054608,-0.8,640.0,3.7,-80.67998910173917,-30.001190103721623,-94.35279007460696,0.6,3.7,662.0,-84.59720364982914,0.0,3.7,677.0,-76.7627745536492,0.3,2.7,673.0,-16.300098203127433,0.7358708298671388,0.5292509594164017,Green
DRDN,2026-01-18 06:00:00,-105.77509506534548,0.1,626.0,2.7,-89.47499686221805,-16.300098203127433,-110.6811792054608,-0.8,3.7,640.0,-94.35279007460696,0.6,3.7,662.0,-84.59720364982914,0.0,3.7,677.0,0.2841951277305554,-5.273380681863912,12.431927419871982,Green
DRDN,2026-01-18 07:00:00,-93.78439981914585,-0.9,615.0,2.7,-94.0685949468764,0.2841951277305554,-105.77509506534548,0.1,2.7,626.0,-110.6811792054608,-0.8,3.7,640.0,-94.35279007460696,0.6,3.7,662.0,0.7358708298671388,2.8844109534579445,12.530678488905878,Green
DRDN,2026-01-18 08:00:00,-93.33272411700926,-1.3,609.0,2.7,-94.0685949468764,0.7358708298671388,-93.78439981914585,-0.9,2.7,615.0,-105.77509506534548,0.1,2.7,626.0,-110.6811792054608,-0.8,3.7,640.0,-5.273380681863912,0.5292509594164017,21.95535697041747,Green
DRDN,2026-01-18 09:00:00,-104.8995514383348,-0.8,574.0,2.3,-99.62617075647088,-5.273380681863912,-93.33272411700926,-1.3,2.7,609.0,-93.78439981914585,-0.9,2.7,615.0,-105.77509506534548,0.1,2.7,626.0,2.8844109534579445,12.431927419871982,19.804243195099083,Green
DRDN,2026-01-18 10:00:00,-99.13072953141892,-1.2,565.0,2.3,-102.01514048487688,2.8844109534579445,-104.8995514383348,-0.8,2.3,574.0,-93.33272411700926,-1.3,2.7,609.0,-93.78439981914585,-0.9,2.7,615.0,0.5292509594164017,12.530678488905878,7.548526534923965,Green
DRDN,2026-01-18 11:00:00,-98.07222761258612,-1.9,556.0,2.3,-98.60147857200252,0.5292509594164017,-99.13072953141892,-1.2,2.3,565.0,-104.8995514383348,-0.8,2.3,574.0,-93.33272411700926,-1.3,2.7,609.0,12.431927419871982,21.95535697041747,7.308381941348593,Green
DRDN,2026-01-18 12:00:00,-83.496386295994,-2.3,552.0,2.3,-95.92831371586598,12.431927419871982,-98.07222761258612,-1.9,2.3,556.0,-99.13072953141892,-1.2,2.3,565.0,-104.8995514383348,-0.8,2.3,574.0,12.530678488905878,19.804243195099083,7.324382615360712,Green
DRDN,2026-01-18 13:00:00,-83.17179737589181,-2.8,535.0,2.3,-95.70247586479768,12.530678488905878,-83.496386295994,-2.3,2.3,552.0,-98.07222761258612,-1.9,2.3,556.0,-99.13072953141892,-1.2,2.3,565.0,21.95535697041747,7.548526534923965,0.7848913436628493,Yellow
DRDN,2026-01-18 14:00:00,-68.82894998387259,-2.2,528.0,2.3,-90.78430695429006,21.95535697041747,-83.17179737589181,-2.8,2.3,535.0,-83.496386295994,-2.3,2.3,552.0,-98.07222761258612,-1.9,2.3,556.0,19.804243195099083,7.308381941348593,2.9194535138000006,Yellow
DRDN,2026-01-18 15:00:00,-63.52984864084382,-2.7,541.0,2.7,-83.3340918359429,19.804243195099083,-68.82894998387259,-2.2,2.3,528.0,-83.17179737589181,-2.8,2.3,535.0,-83.496386295994,-2.3,2.3,552.0,7.548526534923965,7.324382615360712,0.9778322770725508,Green
DRDN,2026-01-18 16:00:00,-68.45184714495824,-1.2,523.0,2.7,-76.0003736798822,7.548526534923965,-63.52984864084382,-2.7,2.7,541.0,-68.82894998387259,-2.2,2.3,528.0,-83.17179737589181,-2.8,2.3,535.0,7.308381941348593,0.7848913436628493,2.4586869522437738,Green
DRDN,2026-01-18 17:00:00,-61.33201662306683,-1.7,498.0,2.7,-68.64039856441542,7.308381941348593,-68.45184714495824,-1.2,2.7,523.0,-63.52984864084382,-2.7,2.7,541.0,-68.82894998387259,-2.2,2.3,528.0,7.324382615360712,2.9194535138000006,3.3203006816938867,Green
DRDN,2026-01-18 18:00:00,-58.66646527754032,-2.9,497.0,3.7,-65.99084789290103,7.324382615360712,-61.33201662306683,-1.7,2.7,498.0,-68.45184714495824,-1.2,2.7,523.0,-63.52984864084382,-2.7,2.7,541.0,0.7848913436628493,0.9778322770725508,4.472915862178468,Green
DRDN,2026-01-18 19:00:00,-61.96006595351812,-2.9,497.0,3.7,-62.74495729718097,0.7848913436628493,-58.66646527754032,-2.9,3.7,497.0,-61.33201662306683,-1.7,2.7,498.0,-68.45184714495824,-1.2,2.7,523.0,2.9194535138000006,2.4586869522437738,-4.59252052370654,Green
DRDN,2026-01-18 20:00:00,-58.72658777449247,-2.5,487.0,3.7,-61.64604128829247,2.9194535138000006,-61.96006595351812,-2.9,3.7,497.0,-58.66646527754032,-2.9,3.7,497.0,-61.33201662306683,-1.7,2.7,498.0,0.9778322770725508,3.3203006816938867,-16.724894899702022,Green
DRDN,2026-01-18 21:00:00,-59.37635206892172,-2.7,481.0,3.0,-60.35418434599427,0.9778322770725508,-58.72658777449247,-2.5,3.7,487.0,-61.96006595351812,-2.9,3.7,497.0,-58.66646527754032,-2.9,3.7,497.0,2.4586869522437738,4.472915862178468,-24.029365895056884,Green
DRDN,2026-01-18 22:00:00,-56.59278296946332,-2.7,480.0,3.0,-59.051469921707096,2.4586869522437738,-59.37635206892172,-2.7,3.0,481.0,-58.72658777449247,-2.5,3.7,487.0,-61.96006595351812,-2.9,3.7,497.0,3.3203006816938867,-4.59252052370654,-19.42499649997346,Green
DRDN,2026-01-18 23:00:00,-55.37622584432251,-2.6,466.0,3.0,-58.6965265260164,3.3203006816938867,-56.59278296946332,-2.7,3.0,480.0,-59.37635206892172,-2.7,3.0,481.0,-58.72658777449247,-2.5,3.7,487.0,4.472915862178468,-16.724894899702022,-14.650268756526444,Green
DRDN,2026-01-19 00:00:00,-53.18676950979943,-2.7,469.0,3.3,-57.6596853719779,4.472915862178468,-55.37622584432251,-2.6,3.0,466.0,-56.59278296946332,-2.7,3.0,480.0,-59.37635206892172,-2.7,3.0,481.0,-4.59252052370654,-24.029365895056884,-6.395959469716132,Green
DRDN,2026-01-19 01:00:00,-62.25220589568444,-1.2,460.0,3.3,-57.6596853719779,-4.59252052370654,-53.18676950979943,-2.7,3.3,469.0,-55.37622584432251,-2.6,3.0,466.0,-56.59278296946332,-2.7,3.0,480.0,-16.724894899702022,-19.42499649997346,-3.735813619397021,Green
DRDN,2026-01-19 02:00:00,-74.70946241889455,1.7,471.0,3.3,-57.98456751919253,-16.724894899702022,-62.25220589568444,-1.2,3.3,460.0,-53.18676950979943,-2.7,3.3,469.0,-55.37622584432251,-2.6,3.0,466.0,-24.029365895056884,-14.650268756526444,-4.883409141868327,Yellow
DRDN,2026-01-19 03:00:00,-83.45186032763077,1.0,462.0,0.7,-59.422494432573885,-24.029365895056884,-74.70946241889455,1.7,3.3,471.0,-62.25220589568444,-1.2,3.3,460.0,-53.18676950979943,-2.7,3.3,469.0,-19.42499649997346,-6.395959469716132,-15.87552736001338,Yellow
DRDN,2026-01-19 04:00:00,-87.90583065726295,-1.4,443.0,0.7,-68.4808341572895,-19.42499649997346,-83.45186032763077,1.0,0.7,462.0,-74.70946241889455,1.7,3.3,471.0,-62.25220589568444,-1.2,3.3,460.0,-14.650268756526444,-3.735813619397021,-12.97453576155695,Green
DRDN,2026-01-19 05:00:00,-93.7309301297891,0.5,433.0,0.7,-79.08066137326266,-14.650268756526444,-87.90583065726295,-1.4,0.7,443.0,-83.45186032763077,1.0,0.7,462.0,-74.70946241889455,1.7,3.3,471.0,-6.395959469716132,-4.883409141868327,-9.239812411745064,Green
DRDN,2026-01-19 06:00:00,-92.074804962163,0.3,430.0,0.3,-85.67884549244687,-6.395959469716132,-93.7309301297891,0.5,0.7,433.0,-87.90583065726295,-1.4,0.7,443.0,-83.45186032763077,1.0,0.7,462.0,-3.735813619397021,-15.87552736001338,7.340331863565183,Green
DRDN,2026-01-19 07:00:00,-93.72613142911,2.4,430.0,0.3,-89.99031780971298,-3.735813619397021,-92.074804962163,0.3,0.3,430.0,-93.7309301297891,0.5,0.7,433.0,-87.90583065726295,-1.4,0.7,443.0,-4.883409141868327,-12.97453576155695,9.201905821235016,Green
DRDN,2026-01-19 08:00:00,-97.78387733750483,1.4,423.0,0.3,-92.9004681956365,-4.883409141868327,-93.72613142911,2.4,0.3,430.0,-92.074804962163,0.3,0.3,430.0,-93.7309301297891,0.5,0.7,433.0,-15.87552736001338,-9.239812411745064,22.62402258553695,Green
DRDN,2026-01-19 09:00:00,-109.60405813946294,-0.0,418.0,1.0,-93.72853077944956,-15.87552736001338,-97.78387733750483,1.4,0.3,423.0,-93.72613142911,2.4,0.3,430.0,-92.074804962163,0.3,0.3,430.0,-12.97453576155695,7.340331863565183,24.33220118332042,Green
DRDN,2026-01-19 10:00:00,-108.73193949520392,-0.6,415.0,1.0,-95.75740373364695,-12.97453576155695,-109.60405813946294,-0.0,1.0,418.0,-97.78387733750483,1.4,0.3,423.0,-93.72613142911,2.4,0.3,430.0,-9.239812411745064,9.201905821235016,9.614873566193822,Green
DRDN,2026-01-19 11:00:00,-112.49772082809945,-0.7,430.0,1.0,-103.25790841635438,-9.239812411745064,-108.73193949520392,-0.6,1.0,415.0,-109.60405813946294,-0.0,1.0,418.0,-97.78387733750483,1.4,0.3,423.0,7.340331863565183,22.62402258553695,15.16981865870067,Green
DRDN,2026-01-19 12:00:00,-95.9175765527892,1.1,429.0,1.3,-103.25790841635438,7.340331863565183,-112.49772082809945,-0.7,1.0,430.0,-108.73193949520392,-0.6,1.0,415.0,-109.60405813946294,-0.0,1.0,418.0,9.201905821235016,24.33220118332042,10.720650941877883,Green
DRDN,2026-01-19 13:00:00,-94.05600259511937,0.2,426.0,1.3,-103.25790841635438,9.201905821235016,-95.9175765527892,1.1,1.3,429.0,-112.49772082809945,-0.7,1.0,430.0,-108.73193949520392,-0.6,1.0,415.0,22.62402258553695,9.614873566193822,2.347496527200491,Yellow
DRDN,2026-01-19 14:00:00,-79.70073543845962,-1.9,421.0,1.3,-102.32475802399657,22.62402258553695,-94.05600259511937,0.2,1.3,426.0,-95.9175765527892,1.1,1.3,429.0,-112.49772082809945,-0.7,1.0,430.0,24.33220118332042,15.16981865870067,3.421572116882857,Yellow
DRDN,2026-01-19 15:00:00,-70.65458839063386,-2.7,423.0,3.0,-94.98678957395428,24.33220118332042,-79.70073543845962,-1.9,1.3,421.0,-94.05600259511937,0.2,1.3,426.0,-95.9175765527892,1.1,1.3,429.0,9.614873566193822,10.720650941877883,2.583158111313871,Green
DRDN,2026-01-19 16:00:00,-77.26349545059567,-1.7,419.0,3.0,-86.87836901678949,9.614873566193822,-70.65458839063386,-2.7,3.0,423.0,-79.70073543845962,-1.9,1.3,421.0,-94.05600259511937,0.2,1.3,426.0,15.16981865870067,2.347496527200491,0.7091392230950717,Green
DRDN,2026-01-19 17:00:00,-63.312296785826966,-3.8,431.0,3.0,-78.48211544452764,15.16981865870067,-77.26349545059567,-1.7,3.0,419.0,-70.65458839063386,-2.7,3.0,423.0,-79.70073543845962,-1.9,1.3,421.0,10.720650941877883,3.421572116882857,0.9035988512387618,Green
DRDN,2026-01-19 18:00:00,-63.23839097873688,-1.0,441.0,8.3,-73.95904192061477,10.720650941877883,-63.312296785826966,-3.8,3.0,431.0,-77.26349545059567,-1.7,3.0,419.0,-70.65458839063386,-2.7,3.0,423.0,2.347496527200491,2.583158111313871,8.213929174738269,Green
